qid,name,place_hint,wikipedia_url,sublists
Q5058722,Cemetery of the Holy Rood,New York,https://en.wikipedia.org/wiki/Cemetery_of_the_Holy_Rood,List of cemeteries in New York
Q5142376,Cold Springs Cemetery,New York,https://en.wikipedia.org/wiki/Cold_Springs_Cemetery,List of cemeteries in New York
Q8509826,Mount Albion Cemetery,New York|United States,https://en.wikipedia.org/wiki/Mount_Albion_Cemetery,List of cemeteries in New York|List of rural cemeteries in the United States
Q6723846,"Machpelah Cemetery (Le Roy, New York)",New York,https://en.wikipedia.org/wiki/Machpelah_Cemetery_(Le_Roy%2C_New_York),List of cemeteries in New York
Q4868665,Batavia Cemetery,New York,https://en.wikipedia.org/wiki/Batavia_Cemetery,List of cemeteries in New York
Q543143,Revolutionary War Cemetery,New York,https://en.wikipedia.org/wiki/Revolutionary_War_Cemetery,List of cemeteries in New York
Q5417187,"Evergreen Cemetery (Owego, New York)",New York|United States,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Owego%2C_New_York),List of cemeteries in New York|List of rural cemeteries in the United States
Q7203900,Pleasant Lawn Cemetery,New York,https://en.wikipedia.org/wiki/Pleasant_Lawn_Cemetery,List of cemeteries in New York
Q14706898,Maple Grove Cemetery (Queens),New York|New York City,https://en.wikipedia.org/wiki/Maple_Grove_Cemetery_(Queens),List of cemeteries in New York|List of cemeteries in New York City
Q7108235,Oswego Meeting House and Friends' Cemetery,New York,https://en.wikipedia.org/wiki/Oswego_Meeting_House_and_Friends'_Cemetery,List of cemeteries in New York
Q7985376,"West Hill Cemetery, Sherburne",New York,https://en.wikipedia.org/wiki/West_Hill_Cemetery%2C_Sherburne,List of cemeteries in New York
Q4087600,"Beechwoods Cemetery (New Rochelle, New York)",New York,https://en.wikipedia.org/wiki/Beechwoods_Cemetery_(New_Rochelle%2C_New_York),List of cemeteries in New York
Q7074290,"Oakwood Cemetery (Niagara Falls, New York)",New York,https://en.wikipedia.org/wiki/Oakwood_Cemetery_(Niagara_Falls%2C_New_York),List of cemeteries in New York
Q7591318,St. Peter's Cemetery (Staten Island),New York|New York City,https://en.wikipedia.org/wiki/St._Peter's_Cemetery_(Staten_Island),List of cemeteries in New York|List of cemeteries in New York City
Q7235498,Poughkeepsie Rural Cemetery,New York|United States,https://en.wikipedia.org/wiki/Poughkeepsie_Rural_Cemetery,List of cemeteries in New York|List of rural cemeteries in the United States
Q22919919,"Oakland Cemetery (Sag Harbor, New York)",New York,https://en.wikipedia.org/wiki/Oakland_Cemetery_(Sag_Harbor%2C_New_York),List of cemeteries in New York
Q22919937,Rockville Cemetery,New York,https://en.wikipedia.org/wiki/Rockville_Cemetery,List of cemeteries in New York
Q28104169,"Evergreen Cemetery (Pine Plains, New York)",New York,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Pine_Plains%2C_New_York),List of cemeteries in New York
Q4285547,Mount Carmel Cemetery (Queens),New York|Jewish cemeteries in New York City|New York City,https://en.wikipedia.org/wiki/Mount_Carmel_Cemetery_(Queens),List of cemeteries in New York|List of Jewish cemeteries in New York City|List of cemeteries in New York City
Q21586308,Mount Olivet Cemetery (Queens),New York,https://en.wikipedia.org/wiki/Mount_Olivet_Cemetery_(Queens),List of cemeteries in New York
Q85775680,"Lake View Cemetery (Ithaca, New York)",New York,https://en.wikipedia.org/wiki/Lake_View_Cemetery_(Ithaca%2C_New_York),List of cemeteries in New York
Q96419675,"Woodlawn Cemetery (New Windsor, New York)",New York,https://en.wikipedia.org/wiki/Woodlawn_Cemetery_(New_Windsor%2C_New_York),List of cemeteries in New York
Q113685870,West Farms Soldiers Cemetery,New York|New York City,https://en.wikipedia.org/wiki/West_Farms_Soldiers_Cemetery,List of cemeteries in New York|List of cemeteries in New York City
Q117693100,Cherry Lane Cemetery,New York|New York City,https://en.wikipedia.org/wiki/Cherry_Lane_Cemetery,List of cemeteries in New York|List of cemeteries in New York City
Q3104681,Gettysburg National Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Gettysburg_National_Cemetery,List of cemeteries in Pennsylvania
Q1271094,Allegheny Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Allegheny_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q6499849,Laurel Hill Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Laurel_Hill_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q6024185,Indiantown Gap National Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Indiantown_Gap_National_Cemetery,List of cemeteries in Pennsylvania
Q2893494,Mikveh Israel Cemetery,Pennsylvania|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Mikveh_Israel_Cemetery,List of cemeteries in Pennsylvania|List of Jewish cemeteries in the United States
Q7182750,Philadelphia National Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Philadelphia_National_Cemetery,List of cemeteries in Pennsylvania
Q5890686,Homewood Cemetery,Pennsylvania|United States|North America,https://en.wikipedia.org/wiki/Homewood_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States|List of pyramid mausoleums in North America
Q5417176,"Evergreen Cemetery (Adams County, Pennsylvania)",Pennsylvania|United States,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Adams_County%2C_Pennsylvania),List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q5024153,Calvary Catholic Cemetery (Pittsburgh),Pennsylvania,https://en.wikipedia.org/wiki/Calvary_Catholic_Cemetery_(Pittsburgh),List of cemeteries in Pennsylvania
Q6971305,National Cemetery of the Alleghenies,Pennsylvania,https://en.wikipedia.org/wiki/National_Cemetery_of_the_Alleghenies,List of cemeteries in Pennsylvania
Q5665222,Harrisburg Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Harrisburg_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q7590475,St. Mary Cemetery (Pittsburgh),Pennsylvania,https://en.wikipedia.org/wiki/St._Mary_Cemetery_(Pittsburgh),List of cemeteries in Pennsylvania
Q5328559,East Harrisburg Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/East_Harrisburg_Cemetery,List of cemeteries in Pennsylvania
Q7227300,Pomfret Manor Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Pomfret_Manor_Cemetery,List of cemeteries in Pennsylvania
Q7588943,St. John the Baptist Byzantine Catholic Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/St._John_the_Baptist_Byzantine_Catholic_Cemetery,List of cemeteries in Pennsylvania
Q7842624,Trinity Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Trinity_Cemetery,List of cemeteries in Pennsylvania
Q5388282,Erie Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Erie_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q5886171,"Holy Sepulchre Cemetery (Cheltenham Township, Pennsylvania)",Pennsylvania,https://en.wikipedia.org/wiki/Holy_Sepulchre_Cemetery_(Cheltenham_Township%2C_Pennsylvania),List of cemeteries in Pennsylvania
Q5604999,Greenwood Cemetery (Philadelphia),Pennsylvania,https://en.wikipedia.org/wiki/Greenwood_Cemetery_(Philadelphia),List of cemeteries in Pennsylvania
Q4792293,Arlington Cemetery (Pennsylvania),Pennsylvania,https://en.wikipedia.org/wiki/Arlington_Cemetery_(Pennsylvania),List of cemeteries in Pennsylvania
Q7985717,West Laurel Hill Cemetery,Pennsylvania|United States|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/West_Laurel_Hill_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States|List of Jewish cemeteries in the United States
Q5330839,Easton Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Easton_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q5056757,Cedar Hill Cemetery (Philadelphia),Pennsylvania,https://en.wikipedia.org/wiki/Cedar_Hill_Cemetery_(Philadelphia),List of cemeteries in Pennsylvania
Q7060462,Northwood Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Northwood_Cemetery,List of cemeteries in Pennsylvania
Q7898523,Upper Burial Ground,Pennsylvania,https://en.wikipedia.org/wiki/Upper_Burial_Ground,List of cemeteries in Pennsylvania
Q5653475,Har Nebo Cemetery,Pennsylvania|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Har_Nebo_Cemetery,List of cemeteries in Pennsylvania|List of Jewish cemeteries in the United States
Q6731886,Magnolia Cemetery (Philadelphia),Pennsylvania,https://en.wikipedia.org/wiki/Magnolia_Cemetery_(Philadelphia),List of cemeteries in Pennsylvania
Q7538833,Slate Hill Cemetery,Pennsylvania|African American cemeteries,https://en.wikipedia.org/wiki/Slate_Hill_Cemetery,List of cemeteries in Pennsylvania|List of African American cemeteries
Q6663578,Lobb's Cemetery and Yohogania County Courthouse Site,Pennsylvania,https://en.wikipedia.org/wiki/Lobb's_Cemetery_and_Yohogania_County_Courthouse_Site,List of cemeteries in Pennsylvania
Q7252466,Providence Quaker Cemetery and Chapel,Pennsylvania,https://en.wikipedia.org/wiki/Providence_Quaker_Cemetery_and_Chapel,List of cemeteries in Pennsylvania
Q6901789,Monongahela Cemetery,Pennsylvania|United States,https://en.wikipedia.org/wiki/Monongahela_Cemetery,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q5595565,"Grandview Cemetery (Johnstown, Pennsylvania)",Pennsylvania,https://en.wikipedia.org/wiki/Grandview_Cemetery_(Johnstown%2C_Pennsylvania),List of cemeteries in Pennsylvania
Q7971802,Washington Crossing National Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Washington_Crossing_National_Cemetery,List of cemeteries in Pennsylvania
Q4879697,"Beechwoods Cemetery (Washington Township, Pennsylvania)",Pennsylvania,https://en.wikipedia.org/wiki/Beechwoods_Cemetery_(Washington_Township%2C_Pennsylvania),List of cemeteries in Pennsylvania
Q6905667,Montgomery Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Montgomery_Cemetery,List of cemeteries in Pennsylvania
Q7077342,Odd Fellows Cemetery (Philadelphia),Pennsylvania,https://en.wikipedia.org/wiki/Odd_Fellows_Cemetery_(Philadelphia),List of cemeteries in Pennsylvania
Q5430797,"Fairview Cemetery (Pen Argyl, Pennsylvania)",Pennsylvania,https://en.wikipedia.org/wiki/Fairview_Cemetery_(Pen_Argyl%2C_Pennsylvania),List of cemeteries in Pennsylvania
Q4906792,Fair Hill Burial Ground,Pennsylvania,https://en.wikipedia.org/wiki/Fair_Hill_Burial_Ground,List of cemeteries in Pennsylvania
Q15260035,"Mount Olivet Cemetery (Hanover, Pennsylvania)",Pennsylvania,https://en.wikipedia.org/wiki/Mount_Olivet_Cemetery_(Hanover%2C_Pennsylvania),List of cemeteries in Pennsylvania
Q16918843,Glenwood Memorial Gardens,Pennsylvania|United States,https://en.wikipedia.org/wiki/Glenwood_Memorial_Gardens,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q16237853,Lawnview Memorial Park,Pennsylvania|United States,https://en.wikipedia.org/wiki/Lawnview_Memorial_Park,List of cemeteries in Pennsylvania|List of rural cemeteries in the United States
Q17039802,Norris City Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Norris_City_Cemetery,List of cemeteries in Pennsylvania
Q18386260,Palmer Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Palmer_Cemetery,List of cemeteries in Pennsylvania
Q22072774,Charles Baber Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Charles_Baber_Cemetery,List of cemeteries in Pennsylvania
Q29641791,Glen Dyberry Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Glen_Dyberry_Cemetery,List of cemeteries in Pennsylvania
Q30600350,Mt. Carmel Cemetery (Philadelphia),Pennsylvania|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Mt._Carmel_Cemetery_(Philadelphia),List of cemeteries in Pennsylvania|List of Jewish cemeteries in the United States
Q56281234,Charles Evans Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Charles_Evans_Cemetery,List of cemeteries in Pennsylvania
Q85785471,Mikveh Israel Cemetery (Federal Street Burial Ground),Pennsylvania|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Mikveh_Israel_Cemetery_(Federal_Street_Burial_Ground),List of cemeteries in Pennsylvania|List of Jewish cemeteries in the United States
Q106696118,"Lincoln Cemetery (Harrisburg, Pennsylvania)",Pennsylvania|African American cemeteries,https://en.wikipedia.org/wiki/Lincoln_Cemetery_(Harrisburg%2C_Pennsylvania),List of cemeteries in Pennsylvania|List of African American cemeteries
Q106912920,Lafayette Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Lafayette_Cemetery,List of cemeteries in Pennsylvania
Q102226455,Leverington Cemetery,Pennsylvania,https://en.wikipedia.org/wiki/Leverington_Cemetery,List of cemeteries in Pennsylvania
Q5469018,Forest Lawn Memorial Gardens,Tennessee,https://en.wikipedia.org/wiki/Forest_Lawn_Memorial_Gardens,List of cemeteries in Tennessee
Q14710103,Nashville City Cemetery,Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Nashville_City_Cemetery,List of cemeteries in Tennessee|List of African American cemeteries
Q12062117,Mount Olivet Cemetery (Nashville),Tennessee,https://en.wikipedia.org/wiki/Mount_Olivet_Cemetery_(Nashville),List of cemeteries in Tennessee
Q4757517,Andrew Johnson National Cemetery,Tennessee,https://en.wikipedia.org/wiki/Andrew_Johnson_National_Cemetery,List of cemeteries in Tennessee
Q6423683,Knoxville National Cemetery,Tennessee,https://en.wikipedia.org/wiki/Knoxville_National_Cemetery,List of cemeteries in Tennessee
Q6815851,Memphis National Cemetery,Tennessee,https://en.wikipedia.org/wiki/Memphis_National_Cemetery,List of cemeteries in Tennessee
Q6924989,Mountain Home National Cemetery,Tennessee,https://en.wikipedia.org/wiki/Mountain_Home_National_Cemetery,List of cemeteries in Tennessee
Q6966982,Nashville National Cemetery,Tennessee,https://en.wikipedia.org/wiki/Nashville_National_Cemetery,List of cemeteries in Tennessee
Q8033002,Woodlawn Baptist Church and Cemetery,Tennessee,https://en.wikipedia.org/wiki/Woodlawn_Baptist_Church_and_Cemetery,List of cemeteries in Tennessee
Q7084134,Old Gray Cemetery,Tennessee|United States,https://en.wikipedia.org/wiki/Old_Gray_Cemetery,List of cemeteries in Tennessee|List of rural cemeteries in the United States
Q5453657,First Presbyterian Church Cemetery,Tennessee,https://en.wikipedia.org/wiki/First_Presbyterian_Church_Cemetery,List of cemeteries in Tennessee
Q6801211,McGavock Confederate Cemetery,Tennessee,https://en.wikipedia.org/wiki/McGavock_Confederate_Cemetery,List of cemeteries in Tennessee
Q5056725,"Cedar Grove Cemetery (Lebanon, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/Cedar_Grove_Cemetery_(Lebanon%2C_Tennessee),List of cemeteries in Tennessee
Q5253168,Delap Cemetery,Tennessee,https://en.wikipedia.org/wiki/Delap_Cemetery,List of cemeteries in Tennessee
Q7338438,"Riverside Cemetery (Jackson, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/Riverside_Cemetery_(Jackson%2C_Tennessee),List of cemeteries in Tennessee
Q7829403,Toussaint L'Ouverture County Cemetery,Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Toussaint_L'Ouverture_County_Cemetery,List of cemeteries in Tennessee|List of African American cemeteries
Q14710159,Rest Haven Cemetery,Tennessee,https://en.wikipedia.org/wiki/Rest_Haven_Cemetery,List of cemeteries in Tennessee
Q14709878,"Evergreen Cemetery (Murfreesboro, Tennessee)",Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Evergreen_Cemetery_(Murfreesboro%2C_Tennessee),List of cemeteries in Tennessee|List of African American cemeteries
Q14709870,East Hill Cemetery (Tennessee and Virginia),Tennessee,https://en.wikipedia.org/wiki/East_Hill_Cemetery_(Tennessee_and_Virginia),List of cemeteries in Tennessee
Q18148626,"Greenwood Cemetery (Nashville, Tennessee)",Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Greenwood_Cemetery_(Nashville%2C_Tennessee),List of cemeteries in Tennessee|List of African American cemeteries
Q18158389,"St. Mary's Cemetery (Lawrence County, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/St._Mary's_Cemetery_(Lawrence_County%2C_Tennessee),List of cemeteries in Tennessee
Q22919963,Temple Cemetery,Tennessee|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Temple_Cemetery,List of cemeteries in Tennessee|List of Jewish cemeteries in the United States
Q30610010,"Maplewood Cemetery (Pulaski, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/Maplewood_Cemetery_(Pulaski%2C_Tennessee),List of cemeteries in Tennessee
Q43080744,Kelly's Ferry Cemetery,Tennessee,https://en.wikipedia.org/wiki/Kelly's_Ferry_Cemetery,List of cemeteries in Tennessee
Q48976947,Lebanon in the Forks Cemetery,Tennessee,https://en.wikipedia.org/wiki/Lebanon_in_the_Forks_Cemetery,List of cemeteries in Tennessee
Q48843791,Confederate Cemetery Monument (Tennessee),Tennessee,https://en.wikipedia.org/wiki/Confederate_Cemetery_Monument_(Tennessee),List of cemeteries in Tennessee
Q55630131,"Pleasant Hill Cemetery (Finley, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/Pleasant_Hill_Cemetery_(Finley%2C_Tennessee),List of cemeteries in Tennessee
Q55316610,Rest Hill Cemetery,Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Rest_Hill_Cemetery,List of cemeteries in Tennessee|List of African American cemeteries
Q55627221,"Oakland Cemetery (Trenton, Tennessee)",Tennessee|African American cemeteries,https://en.wikipedia.org/wiki/Oakland_Cemetery_(Trenton%2C_Tennessee),List of cemeteries in Tennessee|List of African American cemeteries
Q86755072,"Hollywood Cemetery (Jackson, Tennessee)",Tennessee,https://en.wikipedia.org/wiki/Hollywood_Cemetery_(Jackson%2C_Tennessee),List of cemeteries in Tennessee
Q117639101,Calvary Cemetery (Memphis),Tennessee,https://en.wikipedia.org/wiki/Calvary_Cemetery_(Memphis),List of cemeteries in Tennessee
Q1950363,Mount Auburn Cemetery,Massachusetts|United States,https://en.wikipedia.org/wiki/Mount_Auburn_Cemetery,List of cemeteries in Massachusetts|List of rural cemeteries in the United States|List of burials at Mount Auburn Cemetery
Q7404188,Salem Street Burying Ground,Massachusetts,https://en.wikipedia.org/wiki/Salem_Street_Burying_Ground,List of cemeteries in Massachusetts
Q2075832,"Lowell Cemetery (Lowell, Massachusetts)",Massachusetts|United States,https://en.wikipedia.org/wiki/Lowell_Cemetery_(Lowell%2C_Massachusetts),List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q5887020,Holyhood Cemetery,Massachusetts|United States,https://en.wikipedia.org/wiki/Holyhood_Cemetery,List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q7268538,Quaker Cemetery,Massachusetts,https://en.wikipedia.org/wiki/Quaker_Cemetery,List of cemeteries in Massachusetts
Q14715971,Walnut Grove Cemetery,Massachusetts|United States,https://en.wikipedia.org/wiki/Walnut_Grove_Cemetery,List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q4746056,Amherst West Cemetery,Massachusetts,https://en.wikipedia.org/wiki/Amherst_West_Cemetery,List of cemeteries in Massachusetts
Q5059272,"Center Cemetery (Worthington, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Center_Cemetery_(Worthington%2C_Massachusetts),List of cemeteries in Massachusetts
Q8001561,"Wildwood Cemetery (Winchester, Massachusetts)",Massachusetts|United States,https://en.wikipedia.org/wiki/Wildwood_Cemetery_(Winchester%2C_Massachusetts),List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q7580574,"Spring Hill Cemetery (Marlborough, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Spring_Hill_Cemetery_(Marlborough%2C_Massachusetts),List of cemeteries in Massachusetts
Q4810292,Assonet Burying Ground,Massachusetts,https://en.wikipedia.org/wiki/Assonet_Burying_Ground,List of cemeteries in Massachusetts
Q4998797,Burial Hill,Massachusetts,https://en.wikipedia.org/wiki/Burial_Hill,List of cemeteries in Massachusetts
Q7963634,"Walnut Hills Cemetery (Brookline, Massachusetts)",Massachusetts|United States,https://en.wikipedia.org/wiki/Walnut_Hills_Cemetery_(Brookline%2C_Massachusetts),List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q7083560,"Old Burial Hill (Marblehead, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Old_Burial_Hill_(Marblehead%2C_Massachusetts),List of cemeteries in Massachusetts
Q5659505,Harmony Grove Cemetery,Massachusetts|United States,https://en.wikipedia.org/wiki/Harmony_Grove_Cemetery,List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q16900978,Swampscott Cemetery,Massachusetts|United States,https://en.wikipedia.org/wiki/Swampscott_Cemetery,List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q16903678,"Woodlawn Cemetery (Clinton, Massachusetts)",Massachusetts|United States,https://en.wikipedia.org/wiki/Woodlawn_Cemetery_(Clinton%2C_Massachusetts),List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q22073815,"Greenlawn Cemetery (Salem, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Greenlawn_Cemetery_(Salem%2C_Massachusetts),List of cemeteries in Massachusetts
Q22073889,"Sharon Memorial Park, Massachusetts",Massachusetts|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Sharon_Memorial_Park%2C_Massachusetts,List of cemeteries in Massachusetts|List of Jewish cemeteries in the United States
Q48976819,"Springfield Cemetery (Springfield, Massachusetts)",Massachusetts|United States,https://en.wikipedia.org/wiki/Springfield_Cemetery_(Springfield%2C_Massachusetts),List of cemeteries in Massachusetts|List of rural cemeteries in the United States
Q48817552,"Riverside Cemetery (Fairhaven, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Riverside_Cemetery_(Fairhaven%2C_Massachusetts),List of cemeteries in Massachusetts
Q85790545,Old Village Cemetery,Massachusetts,https://en.wikipedia.org/wiki/Old_Village_Cemetery,List of cemeteries in Massachusetts
Q54984421,Brookdale Cemetery,Massachusetts,https://en.wikipedia.org/wiki/Brookdale_Cemetery,List of cemeteries in Massachusetts
Q85744737,Baby Cemetery,Massachusetts,https://en.wikipedia.org/wiki/Baby_Cemetery,List of cemeteries in Massachusetts
Q58809154,"Wildwood Cemetery (Amherst, Massachusetts)",Massachusetts,https://en.wikipedia.org/wiki/Wildwood_Cemetery_(Amherst%2C_Massachusetts),List of cemeteries in Massachusetts
Q117594798,Massachusetts Veterans Memorial Cemetery at Agawam,Massachusetts,https://en.wikipedia.org/wiki/Massachusetts_Veterans_Memorial_Cemetery_at_Agawam,List of cemeteries in Massachusetts
Q7954158,WPA Stone Structures in Memorial Park and Calvary Cemetery,North Dakota,https://en.wikipedia.org/wiki/WPA_Stone_Structures_in_Memorial_Park_and_Calvary_Cemetery,List of cemeteries in North Dakota
Q7587042,"St. Anselm's Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/St._Anselm's_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q4833617,B'nai Israel Synagogue and Montefiore Cemetery,North Dakota|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/B'nai_Israel_Synagogue_and_Montefiore_Cemetery,List of cemeteries in North Dakota|List of Jewish cemeteries in the United States
Q7111157,Our Savior's Scandinavian Lutheran Church,North Dakota,https://en.wikipedia.org/wiki/Our_Savior's_Scandinavian_Lutheran_Church,List of cemeteries in North Dakota
Q7587327,"St. Boniface Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/St._Boniface_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7084886,"Old Saint John Nepomocene Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Old_Saint_John_Nepomocene_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7084892,"Old Saints Peter and Paul Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Old_Saints_Peter_and_Paul_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q8038709,Wrought-iron cross sites of St. John's Cemetery,North Dakota,https://en.wikipedia.org/wiki/Wrought-iron_cross_sites_of_St._John's_Cemetery,List of cemeteries in North Dakota
Q8072530,"Zion Lutheran Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Zion_Lutheran_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7084580,"Old Mt. Carmel Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Old_Mt._Carmel_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7590576,"St. Mathias Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/St._Mathias_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q8038705,Wrought-iron cross sites of Holy Trinity Cemetery,North Dakota,https://en.wikipedia.org/wiki/Wrought-iron_cross_sites_of_Holy_Trinity_Cemetery,List of cemeteries in North Dakota
Q7085043,"Old St. Mary's Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Old_St._Mary's_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7397138,"Sacred Heart Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Sacred_Heart_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q7809276,"Tirsbol Cemetery, Wrought-Iron Cross Site",North Dakota,https://en.wikipedia.org/wiki/Tirsbol_Cemetery%2C_Wrought-Iron_Cross_Site,List of cemeteries in North Dakota
Q8038706,"Wrought-iron cross sites of St. Aloysius Cemetery (Hague, North Dakota)",North Dakota,https://en.wikipedia.org/wiki/Wrought-iron_cross_sites_of_St._Aloysius_Cemetery_(Hague%2C_North_Dakota),List of cemeteries in North Dakota
Q8038711,Wrought-iron cross sites of St. Mary's Cemetery,North Dakota,https://en.wikipedia.org/wiki/Wrought-iron_cross_sites_of_St._Mary's_Cemetery,List of cemeteries in North Dakota
Q6801967,McKinney Cemetery,North Dakota,https://en.wikipedia.org/wiki/McKinney_Cemetery,List of cemeteries in North Dakota
Q30625469,Ashley Jewish Homesteaders Cemetery,North Dakota|Jewish cemeteries in the United States,https://en.wikipedia.org/wiki/Ashley_Jewish_Homesteaders_Cemetery,List of cemeteries in North Dakota|List of Jewish cemeteries in the United States
Q14683655,"Pioneer Memorial Cemetery (San Bernardino, California)",,https://en.wikipedia.org/wiki/Pioneer_Memorial_Cemetery_(San_Bernardino%2C_California),"List of cemeteries in San Bernardino County, California"
Q4863232,Barrancas National Cemetery,Florida,https://en.wikipedia.org/wiki/Barrancas_National_Cemetery,List of cemeteries in Florida
Q2506430,Neptune Memorial Reef,Florida,https://en.wikipedia.org/wiki/Neptune_Memorial_Reef,List of cemeteries in Florida
Q14686027,La Grange Church and Cemetery,Florida,https://en.wikipedia.org/wiki/La_Grange_Church_and_Cemetery,List of cemeteries in Florida
Q5123818,Miami City Cemetery,Florida,https://en.wikipedia.org/wiki/Miami_City_Cemetery,List of cemeteries in Florida
Q5605001,"Greenwood Cemetery (Tallahassee, Florida)",Florida|African American cemeteries,https://en.wikipedia.org/wiki/Greenwood_Cemetery_(Tallahassee%2C_Florida),List of cemeteries in Florida|List of African American cemeteries
Q4923624,Blackwood-Harwood Plantations Cemetery,Florida,https://en.wikipedia.org/wiki/Blackwood-Harwood_Plantations_Cemetery,List of cemeteries in Florida
